abbreviation,replacement
makromol.,makromolekulare
makromolek.,makromolekulare
mal.,malaysia
mala.,malaysia
malacol.,malacology
malad.,maladies
malal.,malalties
malalt.,malalties
malar.,malaria
malat.,malattie
malatt.,malattie
malawi-liverpool-w.,malawi-liverpool-wellcome
malays.,malaysia
malaysia.,malaysian
malform.,malformations
malforma.,malformations
malformat.,malformations
mali.,malignancies
malig.,malignancies
malign.,malignancies
mall.,mallinckrodt
malt.,malta
maltep.,maltepe
mam.,mammal
mamm.,mammal
mamma.,mammal
mammal.,mammalian
mammogr.,mammography
mammogra.,mammography
mammograph.,mammography
man-m.,man-machine
man-mach.,man-machine
man.,management
mana.,management
manag.,management
manage.,management
managem.,management
manager.,managerial
managm.,managment
manas.,manasagangotri
manches.,manchester
mand.,mandela
mande.,mandela
mang.,mangalore
mani.,manitoba
manipul.,manipulation
manipulat.,manipulation
manit.,manitoba
mann.,mannheim
mannh.,mannheim
mano.,manoa
mans.,mansoura
manso.,mansoura
manu.,manufacturing
manuf.,manufacturing
manufac.,manufacturing
manufact.,manufacturing
manufactur.,manufacturing
manufacture.,manufacturers
manz.,manzoni
map.,mapping
mar.,marine
mara.,marathwada
marath.,marathwada
marbu.,marburg
marburg/l.,marburg/lahn
marc.,marche
march.,marche
marcin.,marcinkowskiego
marcinkowski.,marcinkowskiego
marco.,marcos
mare.,maret
marg.,margaret
margaret.,margarete
mari.,marine
maria.,marianna
maribor.,mariboru
maricult.,mariculture
marie-l.,marie-lannelongue
marie.,marietta
marien-hosp.,marien-hospital
marien.,marienhospital
marienhosp.,marienhospital
marienkranken.,marienkrankenhaus
marienkrankenh.,marienkrankenhaus
marin.,marine
marina.,marinas
marine.,marines
marino.,marinos
marit.,maritime
maritim.,maritime
mark.,marketing
market.,marketing
markus.,markusovszky
marq.,marquette
marque.,marquette
marr.,marrow
mars.,marseille
marseille-l.,marseille-luminy
marseille.,marseilles
mart.,martin
martin-l.,martin-luther
martin-luther-u.,martin-luther-university
martin-luther-uni.,martin-luther-university
martin-luther-univ.,martin-luther-university
martin.,martino
martini.,martinique
martino.,martinos
martins.,martinsried
martí.,martín
marx.,marxism
mary.,maryland
maryl.,maryland
mas.,massachusetts
masaryk.,masarykova
masc.,maschinenbau
masch.,maschinenbau
maschi.,maschinenbau
maschin.,maschinenbau
maschinen.,maschinenbau
maschinenb.,maschinenbau
maschinenfab.,maschinenfabrik
maschinenfabr.,maschinenfabrik
mash.,mashhad
masi.,masih
mason.,masonic
mass.,massachusetts
massa.,massachusetts
massac.,massachusetts
massach.,massachusetts
massachusett.,massachusetts
massachusetts-l.,massachusetts-lowell
masse.,massey
massgen.,massgeneral
mast.,master
master.,masters
mat.,materials
mata.,mataram
mate.,materials
matem.,matematica
matema.,matematica
matemat.,matematica
matemati.,matematica
matematic.,matematica
matematica.,matematicas
matematich.,matematiche
matemàt.,matemàtiques
matemá.,matemática
matemát.,matemática
matemática.,matemáticas
mateo.,mateos
mater.,materials
materia.,materials
material.,materials
materialf.,materialforschung
materialfor.,materialforschung
materialfors.,materialforschung
materialforsch.,materialforschung
materialforschung.,materialforschungszentrum
materiali.,materialien
materialov.,materialovedeniya
materialoved.,materialovedeniya
materialphys.,materialphysik
materialwis.,materialwissenschaften
materialwiss.,materialwissenschaften
materialwissensc.,materialwissenschaften
materialwissensch.,materialwissenschaften
materialwissenschaft.,materialwissenschaften
matern.,maternal
materna.,maternal
materni.,maternity
maternid.,maternidade
maternit.,maternity
materno-i.,materno-infantil
materno-inf.,materno-infantil
materno-infant.,materno-infantil
materno-infantil.,materno-infantile
math.,mathematics
mathe.,mathematics
mathem.,mathematics
mathema.,mathematics
mathemat.,mathematics
mathematic.,mathematics
mathematics/comp.,mathematics/computer
mathematics/stat.,mathematics/statistics
mathematics/statist.,mathematics/statistics
mathematik/info.,mathematik/informatik
mathematiq.,mathematiques
mathematique.,mathematiques
mathém.,mathématiques
mathémat.,mathématiques
mathématique.,mathématiques
matie.,matiere
matr.,matrix
mats.,matsushita
matt.,matter
matter.,matters
matth.,matthey
matér.,matériaux
maulan.,maulana
maw.,mawr
max-born-inst.,max-born-institut
max-p.,max-planck
max-planck-g.,max-planck-gesellschaft
max-planck-ges.,max-planck-gesellschaft
max-planck-gesel.,max-planck-gesellschaft
max-planck-gesell.,max-planck-gesellschaft
max-planck-gesells.,max-planck-gesellschaft
max-planck-gesellsch.,max-planck-gesellschaft
max-planck-i.,max-planck-institut
max-planck-ins.,max-planck-institut
max-planck-inst.,max-planck-institut
max-planck-insti.,max-planck-institut
max-planck-instit.,max-planck-institut
max-planck-institut.,max-planck-institute
max-planck-lnst.,max-planck-lnstitut
max-plank-i.,max-plank-institut
max-plank-inst.,max-plank-institut
max.,maxillofacial
maxill.,maxillofacial
maxillo-f.,maxillo-facial
maxillo-fac.,maxillo-facial
maxillo-facia.,maxillo-facial
maxillo-facial.,maxillo-faciale
maxillo.,maxillofacial
maxillofac.,maxillofacial
maxillofacial.,maxillofaciale
maxilofac.,maxilofacial
maximil.,maximilians
may.,mayo
maya.,mayaguez
maye.,mayer
mayo.,mayor
maz.,mazandaran
maza.,mazandaran
maît.,maître
mba.,mbarara
mc-d.,mc-daniel
mc-k.,mc-kinney
mc-univ.,mc-university
mca.,mcardle
mcal.,mcallister
mcc.,mccormick
mcd.,mcdonnell
mcg.,mcgill
mci.,mcintyre
mck.,mcknight
mcl.,mclean
mcm.,mcmaster
mcn.,mcneese
mcp-h.,mcp-hahnemann
mcp.,mcpherson
mea.,measurement
mead.,meadows
meadow.,meadows
meakins-c.,meakins-christie
meas.,measurement
measur.,measurement
measure.,measurement
measurem.,measurement
measurement.,measurements
meat.,meath
mec.,mechanical
meca.,mecanique
mecan.,mecanique
mecaniq.,mecanique
mecc.,meccanica
meccan.,meccanica
mech.,mechanical
mecha.,mechanical
mechan.,mechanical
mechani.,mechanical
mechanic.,mechanical
mechanis.,mechanisms
mechanisc.,mechanische
mechanism.,mechanisms
mechano-elec.,mechano-electronic
mechano-electron.,mechano-electronic
mechano-inf.,mechano-informatics
mechano-info.,mechano-informatics
mechanobiol.,mechanobiology
mechanoch.,mechanochemistry
mechanochem.,mechanochemistry
mechat.,mechatronics
mechatr.,mechatronics
mechatro.,mechatronics
mechatron.,mechatronics
mechatronic.,mechatronics
mechn.,mechnikov
med.,medicine
medan.,medanta
medc.,medcine
mede.,medecine
medec.,medecine
medi.,medicine
media.,medial
median.,mediane
mediat.,mediatek
medic.,medicine
medica.,medical
medical-bio.,medical-biological
medical.,medicale
medical/pharm.,medical/pharmaceutical
medical/pharma.,medical/pharmaceutical
medical/pharmac.,medical/pharmaceutical
medical/pharmaceu.,medical/pharmaceutical
medical/pharmaceut.,medical/pharmaceutical
medicale.,medicales
medicam.,medicamentos
medicamen.,medicamentos
medicament.,medicamentos
medicamento.,medicamentos
medich.,mediche
medici.,medicine
medicin.,medicine
medicina.,medicinal
medicine-cardiol.,medicine-cardiology
medicine.,medicines
medicine/cardiol.,medicine/cardiology
medicine/dent.,medicine/dentistry
medicine/div.,medicine/division
medicine/endoc.,medicine/endocrinology
medicine/endocrin.,medicine/endocrinology
medicine/endocrinol.,medicine/endocrinology
medicine/infect.,medicine/infectious
medicine/nephrol.,medicine/nephrology
medicine/pathobiol.,medicine/pathobiology
medicine/pathol.,medicine/pathology
medicine/patholo.,medicine/pathology
medicine/rheumatol.,medicine/rheumatology
medico-b.,medico-biological
medico-biol.,medico-biological
medico-c.,medico-chirurgical
medico-chir.,medico-chirurgical
medico-chirur.,medico-chirurgical
medico-chirurg.,medico-chirurgical
medico-chirurgic.,medico-chirurgical
medico-l.,medico-legal
medico-leg.,medico-legal
medico-s.,medico-surgical
medico-surg.,medico-surgical
medie.,medieval
mediev.,medieval
medio.,medioambientales
medioamb.,medioambientales
medioambient.,medioambientales
medis.,medisch
medisin.,medisinsk
medit.,mediterranean
mediter.,mediterranean
mediterr.,mediterranean
mediterran.,mediterranean
mediterranea.,mediterranean
mediterranee.,mediterraneen
medits.,meditsinskogo
meditsin.,meditsinskogo
meditsins.,meditsinskogo
meditsinsk.,meditsinskogo
mediz.,medizinische
medizi.,medizinische
medizin.,medizinische
medizini.,medizinische
medizinis.,medizinische
medizinisch-c.,medizinisch-chemischen
medizinisch-chem.,medizinisch-chemischen
medizinisch.,medizinische
medizinische.,medizinischen
medizintech.,medizintechnik
medizintechn.,medizintechnik
meds.,medstar
medt.,medtronic
medtron.,medtronic
medy.,medycznej
medyc.,medycznej
medycz.,medycznej
medyczn.,medycznej
medyczne.,medycznej
mee.,meereskunde
meer.,meereskunde
meeresf.,meeresforschung
meeresfor.,meeresforschung
meeresforsch.,meeresforschung
meeresk.,meereskunde
meereswiss.,meereswissenschaften
meereswissensch.,meereswissenschaften
meet.,meeting
meg.,mega
megy.,megyei
meh.,mehmet
meid.,meidensha
meidl.,meidling
meis.,meisei
mej.,mejora
mejora.,mejoramiento
mejoram.,mejoramiento
mek.,mekelle
mekh.,mekhaniki
mekhan.,mekhaniki
mel.,melbourne
melan.,melanoma
melb.,melbourne
melh.,melhoramento
melhor.,melhoramento
melhoram.,melhoramento
melle.,mellen
mello.,mellon
mem.,memorial
memb.,membrane
membe.,member
member.,members
membr.,membrane
membra.,membrane
membran.,membrane
memo.,memorial
memor.,memorial
memoria.,memorial
men.,mental
mend.,mendel
mendel.,mendeleev
mening.,meningitis
menl.,menlo
menni.,menninger
meno.,menoufia
menouf.,menoufia
ment.,mental
mental.,mentale
mep.,mephi
mer.,merck
merc.,merck
mercantil.,mercantile
merced.,mercedes
merch.,merchant
mercy.,mercyhurst
merid.,meridian
meridional.,meridionale
merk.,merkezi
merl.,merlin
mers.,mersin
mersey.,merseyside
mes.,messina
meseg.,meseguer
mesl.,meslek
meso.,mesoscopic
mesos.,mesoscopic
mesosc.,mesoscopic
mesoscop.,mesoscopic
mess.,messina
messtec.,messtechnik
messtech.,messtechnik
messtechn.,messtechnik
mest.,mestrado
met.,metabolism
meta.,metabolism
metab.,metabolism
metabo.,metabolism
metabol.,metabolism
metaboli.,metabolism
metabolic.,metaboliche
metabolica.,metabolicas
metabolism.,metabolismo
metabolom.,metabolomics
metabólic.,metabólicas
metabólica.,metabólicas
metal.,metallurgy
metall.,metallurgy
metallforsch.,metallforschung
metalli.,metallic
metallk.,metallkunde
metalloenz.,metalloenzyme
metallorg.,metallorganica
metallorga.,metallorganica
metallorgan.,metallorganica
metallphys.,metallphysik
metallur.,metallurgy
metallurg.,metallurgy
metallurgic.,metallurgical
metallurgich.,metallurgicheskij
metalu.,metalurgia
metalur.,metalurgia
metalurg.,metalurgia
metalurgica.,metalurgicas
metalúrg.,metalúrgica
metalúrgica.,metalúrgicas
metas.,metastable
metast.,metastable
metastas.,metastasis
mete.,meteorological
meteo.,meteorological
meteor.,meteorological
meteorol.,meteorological
meteorolo.,meteorological
meteorolog.,meteorological
meth.,methodist
method.,methodist
methodo.,methodology
methodol.,methodology
meto.,metodologie
metod.,metodologie
metodis.,metodista
metodo.,metodologie
metodol.,metodologie
metodologí.,metodología
metr.,metropolitan
metro.,metropolitan
metrol.,metrology
metrop.,metropolitan
metropo.,metropolitan
metropol.,metropolitan
metropoli.,metropolitan
metropolit.,metropolitan
metropolitan.,metropolitana
metropolitana-a.,metropolitana-azcapotzalco
metropolitana-azc.,metropolitana-azcapotzalco
metropolitana-azcapotz.,metropolitana-azcapotzalco
metropolitana-i.,metropolitana-iztapalapa
metropolitana-izt.,metropolitana-iztapalapa
metropolitana-x.,metropolitana-xochimilco
metropolitana-xoc.,metropolitana-xochimilco
metropolitana-xochim.,metropolitana-xochimilco
mets.,metso
mex.,mexico
meyer.,meyers
mezzog.,mezzogiorno
mgt.,mgtu
mic.,microbiology
mich.,michigan
michael.,michaels
michel.,michele
michigan-d.,michigan-dearborn
michoacan.,michoacana
mico.,micologia
micol.,micologia
micr.,microbiology
micro-e.,micro-electronics
micro-elec.,micro-electronics
micro-elect.,micro-electronics
micro-electro.,micro-electronics
micro-electron.,micro-electronics
micro-eng.,micro-engineered
micro-m.,micro-manufacturing
micro-o.,micro-organismes
micro-org.,micro-organismes
micro-organ.,micro-organismes
micro-organism.,micro-organismes
micro-p.,micro-photonics
micro-photon.,micro-photonics
micro-struct.,micro-structures
micro-syst.,micro-system
micro-system.,micro-systems
micro.,microbiology
micro/n.,micro/nano
microanal.,microanalysis
microanalys.,microanalysis
microanalyt.,microanalytical
microb.,microbiology
microbi.,microbiology
microbien.,microbienne
microbio.,microbiology
microbiol.,microbiology
microbiolo.,microbiology
microbiolog.,microbiology
microbiologi.,microbiologia
microbiology-i.,microbiology-immunology
microbiology-immunol.,microbiology-immunology
microbiology/immun.,microbiology/immunology
microbiology/immuno.,microbiology/immunology
microbiology/immunol.,microbiology/immunology
microc.,microcirculation
microchem.,microchemistry
microcir.,microcirculation
microcirc.,microcirculation
microcircul.,microcirculation
microcirculat.,microcirculation
microcit.,microcitemie
microcitem.,microcitemie
microe.,microelectronics
microel.,microelectronics
microelec.,microelectronics
microelect.,microelectronics
microelectr.,microelectronics
microelectro.,microelectronics
microelectron.,microelectronics
microelectronic.,microelectronics
microelectròn.,microelectrònica
microelectrón.,microelectrónica
microelettron.,microelettronica
microeng.,microengineering
microenviron.,microenvironment
microfab.,microfabrication
microfabr.,microfabrication
microfus.,microfusion
microg.,microgravity
microgr.,microgravity
micrograv.,microgravity
microinteg.,microintegration
micromanufac.,micromanufacturing
micromech.,micromechanics
micromechan.,micromechanics
micronutr.,micronutrient
micronutri.,micronutrient
microor.,microorganisms
microorg.,microorganisms
microorgan.,microorganisms
microp.,microprocessor
microproc.,microprocessor
micros.,microscopy
microsc.,microscopy
microsco.,microscopy
microscop.,microscopy
microsis.,microsistemi
microsist.,microsistemi
microso.,microsoft
microst.,microstructures
microstr.,microstructures
microstru.,microstructures
microstruc.,microstructures
microstruct.,microstructures
microstructure.,microstructures
microsu.,microsurgery
microsur.,microsurgery
microsurg.,microsurgery
microsys.,microsystems
microsyst.,microsystems
microt.,microtechnology
microtec.,microtechnology
microtech.,microtechnology
microtechn.,microtechnology
microtechnol.,microtechnology
microvas.,microvascular
microvasc.,microvascular
microw.,microwave
microwave.,microwaves
microélectron.,microélectronique
mid-am.,mid-america
mid-amer.,mid-america
mid-atl.,mid-atlantic
mid-atlant.,mid-atlantic
mid-c.,mid-continent
mid-co.,mid-continent
mid-cont.,mid-continent
mid-s.,mid-sweden
mid.,middle
midi-p.,midi-pyrenees
midland.,midlands
midw.,midwifery
midwest.,midwestern
mie.,miescher
miescher-inst.,miescher-institut
mig.,miguel
migr.,migration
migrain.,migraine
migrat.,migration
mik.,mikrobiologie
mikr.,mikrobiologie
mikro.,mikrobiologie
mikrob.,mikrobiologie
mikrobi.,mikrobiologie
mikrobiel.,mikrobielle
mikrobio.,mikrobiologie
mikrobiol.,mikrobiologie
mikrobiolog.,mikrobiologie
mikrobiologi.,mikrobiologie
mikrobiyol.,mikrobiyoloji
mikroelek.,mikroelektronik
mikroelektron.,mikroelektronik
mikroorg.,mikroorganismen
mikroorga.,mikroorganismen
mikroorgan.,mikroorganismen
mikroorganism.,mikroorganismen
mikrostrukt.,mikrostrukturphysik
mikrostruktur.,mikrostrukturphysik
mikrostrukturphy.,mikrostrukturphysik
mikrostrukturphys.,mikrostrukturphysik
mikrostrukturtech.,mikrostrukturtechnik
mikrotech.,mikrotechnik
mil.,military
milan.,milano
milano-b.,milano-bicocca
milano-bic.,milano-bicocca
mili.,military
milieu.,milieux
milit.,military
milita.,military
militar.,military
mill.,miller
mille.,miller
millen.,millennium
miller.,millersville
mills.,millsaps
milt.,milton
mim.,mimar
min-s.,min-sheng
min.,ministry
mina.,minas
minc.,minces
mind.,mindanao
mind/b.,mind/brain
mine.,mineral
minei.,mineiro
miner.,mineral
minera.,mineral
mineral.,minerals
minerale.,minerales
mineralo.,mineralogy
mineralog.,mineralogy
mineralogisch-p.,mineralogisch-petrographisches
mineralogisch-petr.,mineralogisch-petrographisches
mineralogisch-petro.,mineralogisch-petrographisches
mineralogisch-petrogr.,mineralogisch-petrographisches
mineralogisch-petrograph.,mineralogisch-petrographisches
ming.,minghsin
mini.,ministry
minim.,minimally
minimal.,minimally
minis.,ministry
minist.,ministry
ministr.,ministry
ministry-of-edu.,ministry-of-education
ministry-of-educ.,ministry-of-education
minn.,minnesota
minor.,minority
mins.,minsk
mint.,mintek
minz.,minzu
miné.,minérale
minéral.,minérale
mip.,mips
mir.,miriam
mis.,missouri
mise.,misericordia
miser.,misericordia
miseri.,misericordia
miseric.,misericordia
misericord.,misericordia
misericordia.,misericordiae
miss.,missouri
missi.,mississippi
missile.,missiles
mission.,missions
missouri-c.,missouri-columbia
missouri-col.,missouri-columbia
missouri-k.,missouri-kansas
missouri-r.,missouri-rolla
mit.,mitsubishi
mita.,mitarbeiter
mitar.,mitarbeiter
mitarb.,mitarbeiter
mitarbeit.,mitarbeiter
mitgl.,mitglied
miti.,mitigation
mito.,mitochondrial
mitoc.,mitochondrial
mitochon.,mitochondrial
mitochond.,mitochondrial
mitr.,mitre
mitsub.,mitsubishi
mitt.,mitte
mitte.,mitteilung
mitteil.,mitteilung
mittel.,mittelhessen
mix.,mixte
mixed-sign.,mixed-signal
mixte.,mixteca
miz.,mizoram
mob.,mobile
mobil.,mobile
moch.,mochida
mod.,modern
moda.,modares
mode.,modern
model.,modeling
modelisat.,modelisation
modell.,modelling
moder.,modern
modern.,modernization
moderniz.,modernization
modi.,modification
modif.,modification
modific.,modification
modificat.,modification
modul.,modulation
module.,modules
modél.,modélisation
moe.,moelle
moh.,mohammed
moham.,mohammed
moi.,moines
mol.,molecular
mold.,moldova
moldav.,moldavian
moldov.,moldova
mole.,molecular
molec.,molecular
molecol.,molecolare
molecu.,molecular
molecul.,molecular
molecula.,molecular
moleculaire.,moleculaires
molecular.,moleculares
molecular/cell.,molecular/cellular
molecular/cellul.,molecular/cellular
molek.,molekulare
molekul.,molekulare
molekular.,molekulare
molekularbio.,molekularbiologie
molekularbiol.,molekularbiologie
moline.,molinette
molinet.,molinette
moll.,molle
mols.,molson
molé.,moléculaire
moléc.,moléculaire
molécul.,moléculaire
moléculaire.,moléculaires
mom.,momentum
mon.,monash
monast.,monastir
mond.,mondor
monde.,mondes
mong.,mongolia
mongol.,mongolia
mongolia.,mongolian
moni.,monitoring
monit.,monitoring
monitor.,monitoring
mono.,monod
monop.,monopoly
mons-h.,mons-hainaut
mons.,monsanto
mont-g.,mont-godinne
mont-godin.,mont-godinne
mont.,montreal
montagn.,montagne
montan.,montana
montanuniv.,montanuniversitaet
monte.,montefiore
monteg.,montegancedo
montes.,montescano
montp.,montpellier
montpel.,montpellier
montr.,montreal
monum.,monuments
moo.,moores
moore.,moores
mor.,morphology
mora.,morales
moral.,morales
morb.,morbid
mord.,mordovian
mordov.,mordovian
morf.,morfologia
morfo.,morfologia
morfol.,morfologia
morfolo.,morfologia
morfolog.,morfologia
morfológica.,morfológicas
mori.,moritz
moro.,morocco
moroc.,morocco
moron.,morones
morp.,morphology
morph.,morphology
morpho.,morphology
morphofunct.,morphofunctional
morphog.,morphogenesis
morphogen.,morphogenesis
morphogenes.,morphogenesis
morphol.,morphology
morpholog.,morphology
morphologic.,morphological
morphophysiol.,morphophysiology
morris.,morriston
mort.,mortimer
mortal.,mortality
mos.,moscow
mosc.,moscow
mosca.,moscati
moscow.,moscowussr
mosk.,moskva
moskau.,moskauer
moskov.,moskovskij
moskovsk.,moskovskij
moss.,mossakowski
mot.,motor
moth.,mother
motil.,motilal
motiv.,motivation
motivat.,motivation
motol.,motole
motor.,motors
motr.,motricidade
mott.,motta
mount.,mountain
mountain.,mountains
mouv.,mouvement
mouvem.,mouvement
mov.,movement
move.,movement
movem.,movement
movemen.,movement
movi.,movimento
movim.,movimento
mow.,mowafaghian
mox.,moxibustion
msm.,msme
msw.,mswia
mta-s.,mta-szte
muc.,mucosal
mucov.,mucoviscidose
mucovis.,mucoviscidose
mucovisc.,mucoviscidose
mud.,mudd
mug.,mugla
muh.,muhimbili
muhen.,muhendisligi
muhend.,muhendisligi
mui.,muir
mujib.,mujibur
mul.,multimedia
mulh.,mulhouse
mull.,mullard
mult.,multimedia
multi-d.,multi-disciplinary
multi-dis.,multi-disciplinary
multi-disc.,multi-disciplinary
multi-discip.,multi-disciplinary
multi-disciplin.,multi-disciplinary
multi.,multimedia
