token,count
(jaxa),1
lina,1
chemical-pharmaceutical,2
barmag,1
nassau,3
monetary,2
unicen,1
umr1313,1
gabi,1
kampus,1
its,2
sukolilo,1
krylov,2
"urology,",2
physiocare,1
cree,1
brasil,3
wörthersee,1
9th,1
österreichische,1
transfus.,3
diyarbakir,3
"literature,",1
facultry,1
abdullah,1
center/king,1
epidemiologie,2
bia,1
separations,1
u.s.t.l.,1
nagarjuna,2
university-nuzvid,1
mays,1
edf-der,1
goldman,1
ofcrop,1
kawakita,1
dif,1
equinor,1
asa,4
cordilleras,1
bozen-bolzano,1
(crtd),1
cetacean,1
ceramics,9
ordnance,3
chemical/biochemical,1
fancl,1
ocean-land-atmosphere,2
ind.,2
collab.,2
widyatama,1
ain,2
chock,1
(iqoqi),1
carpenter,1
(uam),1
brandeis,1
filozofski,2
sveučilišta,3
wilson,4
lovely,1
(lpu),1
thuringer,1
neurorx,1
materialpruefung,1
willamette,1
clinic.,2
atómica,5
nagano,5
química-física,3
math,1
circolo,3
oncological,1
319,1
lutfi,1
kirdar,3
m2,1
bell-northern,1
charite,2
nudt,2
endokrinologikum,1
iza,1
lomé,2
ufg,2
(0679),1
moleculaire,2
brugmann,3
coronary,1
artery,1
"corporation,",1
bio21,3
renato,1
ambrósio,1
chirurgical,1
marie-lannelongue,1
plzen,1
argentine,1
landshut,1
lally,1
mgmt.,2
(mcl),1
c-lab,1
lkb,1
talbieh,1
manonmaniam,1
sundaranar,1
saku,1
hybritech,1
hns,1
spettroscopia,1
pannonia,1
ophthalmologie,1
gonzalez,1
agh-university,1
saint-étienne,2
create,1
"allergan,",1
ina,1
analyt.,2
icar-ndri,1
tirupati,1
sado,1
dodge,2
micromet,1
evidence,3
(china,1
law),1
khider,1
chem./bio.,1
pharmsource,2
"services,",8
detection,2
iba,1
seminis,1
kanto,2
cryptology,1
dell'universita,1
harkness,1
bnei,1
hkust-shenzhen,1
rostov,3
huazhong,6
(bric),1
pures,1
(nest),2
women/infants',1
elec./electron.,1
fpinnovations,1
faulkner,1
vestre,2
viken,2
aixtron,2
ipswich,3
iv.,3
lavrent’ev,1
hydrodynamics,2
engineered,1
grelan,1
tumour,1
stomatology,4
nifes,2
greffe,1
moelle,1
osseuse,1
friedrich-schiller-universität,1
microbiology/immunology,3
chiba-higashi,1
crea,1
jessop,2
johanniter-krankenhaus,1
ciimar,1
interdisciplinar,2
investigação,5
marinha,1
medicin,2
nora,1
eccles,1
harrison,2
jülich,3
ofanaesthetics,1
cibo,1
gangaram,1
zhen,1
cosmetic,1
(nbpgr),1
cosmo,2
revmat.,1
spring,3
productos,1
lácteos,1
(ipla-csic),1
cicese,1
beer,1
yaakov,1
ofepidemiol.,1
anaerobic,1
(afbi),1
csir-centre,1
hüls,1
kimchi,1
d'imagerie,1
baoshan,2
belgium,3
fisiología,1
radiant,1
midwives,1
eastronomia,1
"epidemiology,",1
(iedcr),1
basurto,2
semarang,4
(kisti),1
(feb),1
kinder-,5
jugendheilkunde,1
hamedan,2
dell'insubria,4
littlehampton,1
sotiria,2
harvard-mit,3
(hst),1
sanidad,2
effectiveness,1
ctbt,1
radionuclide,1
ufpel,1
(pmu),1
malayan,1
benares,1
ithemba,2
labs-national,2
diabetes-forschungsinstitut,1
lafayette,2
ipac/caltech,1
"maynooth,",1
mediterranée,1
inaf-iasf,2
multi-imaging,1
isahaya,1
rickwood,1
cell-matrix,1
rsre,1
nasa-goddard,1
meyer,2
carus,3
whiteley,1
artvin,2
coexistence,2
coordinating,1
dvo,1
carcinogenesis,1
susceptibility,1
aerospce,1
engineering/mech.,1
fernand-widal,2
plapiqui,1
graphic,2
botanik/paläobotanik,1
casey,2
programs,1
vit-university,1
shinrakuen,1
imdea-food,1
lean,2
iiser,3
kyrgyz-turkish,1
manas,1
noshirvani,1
dunstaffnage,4
agios,1
ophtalmologie,3
koç,1
"liverpool,",1
laos,1
(amrita,1
ofdermatology,1
hosp./res.,1
jugendpsychiatr.,1
0319,1
walton,4
hemodonación,1
escorial,1
sustainability,3
koninklijke/shell,1
exploratie,1
produktie,1
yugawara,1
wsp,1
5248,1
cbmn,1
liberec,1
ibmc,1
estatística,2
aplicações,2
maryknoll,1
baqyiatallah,1
vkf,1
kernforschungsanlage,1
hanbat,2
prescott,2
trple,1
(trp,1
leuven),1
watkins-johnson,1
dermatologikum,1
hamatol.,1
onkol.,4
al-hada,1
pediatrics-0831,1
biola,1
worksafe,1
engenee-ring,1
davies,1
icfai,2
(uaem),1
(ifm-geomar),1
vito-flemish,1
sorlandet,1
storm,1
(irycis),1
"ma436,",1
dc043.0,1
near-surface,1
demographic,1
(cmrdi),1
coe,1
keio,4
ecogenetics,1
ntra,1
sra,1
pino,2
"biomedware,",1
tumorbiology,1
pukyong,1
ormond,1
punta,2
i.r.c.,1
robert-koch-krankenhaus,1
walter/eliza,1
károly,1
róbert,1
croft,1
ernesto,2
unirib,1
dupage,1
turbulence,1
(nipfp),1
foshan,5
alternative,2
basilea,1
oncología,1
nephrol.,1
health-irccs,1
chemical/envtl.,1
engg.,11
‘gheorghe,1
asachi’,1
east.,1
(nice),1
university-plovdiv,1
antwerpen,1
caldwell,1
klte-atomki,1
tasc-infm,1
hist.,4
calabazas,1
creek,1
uusimaa,1
chem./environmental,1
epidemiologyand,1
taunton,1
somerset,1
villanova,2
coria,1
greek,2
materno-infantil,1
ofanaesthesia,1
monoufia,1
ddu,1
gorakhpur,1
enit,1
btexact,1
ispesl,1
kalashnikov,1
izhevsk,1
safran,3
perrens,1
(micas),1
burdwan,6
telegraph,2
préventive,2
universitária,1
gama,2
wilkes,1
itqb/ibet,1
gairdner,1
(0521),1
álvaro,1
cunqueiro,1
radiology-white,1
270,1
acoustic,1
gestao,1
willems-instituut,1
lapland,2
l'actu-concurrence,1
(cial-csic),1
kirksville,2
d4partment,1
"nanoink,",1
interview,1
devaraya,1
makivik,1
laboratorie,2
arba,1
minch,1
harrogate,1
sch.of,1
xfel,1
rajanagarindra,1
anxiety,1
depression,1
sadhu,1
vaswani,1
(cres),1
epidemiol./publichealth,1
uftm,2
“simion,1
stoilow”,1
und-prüfung,1
peralta,1
alessandro,1
signaux,1
sardá,1
nianp,1
institutefor,1
senju,1
enzymes,1
kalmyk,1
radiologia,2
murdoch,2
krasnoyarsk,2
prev.and,1
gata,1
haydarpasa,2
stephen,1
guy’s,1
vitkovice,1
appliedelectronics,1
(ivia),1
incich,1
carolinas,2
tm,1
chemicaland,2
khnp,2
universitatskliniken,1
saarlandes,1
agso,1
congress,1
(segemar),1
neural,1
dermato,1
"radioengineering,",1
gineco,1
shaukat,2
khanum,2
macha,1
biophysics/biochem.,1
bretagne-sud,1
woodrow,2
luminy,3
fachklinik,1
bentheim,1
doubs,1
university-corpus,3
ehesp,1
(nias),1
sintef,7
jenderal,2
achmad,1
yani,1
kashipur,1
scb,1
motol,3
pharmaccess,1
ciad,1
engg./mechanics,1
alia,1
feaam,1
cardiololgy,1
budongo,1
cidesd,1
krishnagar,1
dermatology/venerology,1
dumex,1
facultatea,2
deagu,1
"exponent,",1
microscopy,2
mri,2
chimistry,1
ufv,1
icraf,1
pimm,1
medicaloncology-a,1
orkestra-basque,1
diade,1
pfeiffer,1
(suzhou),1
matematisk,1
stem,2
admin,2
(dut),1
josai,1
devmt.,4
kuleuven,1
super,1
collider,1
lódź,1
aisect,1
cmaf-cio,1
l'hôtel-dieu,1
8579,1
cmco,1
naga,1
imp.,1
cc,1
gynaecol./gynaecol.,1
cristo,1
re,1
döhne,1
powder,3
(arci),2
joyce,1
charlottes,1
unigranrio,1
g.r.,1
courtaulds,2
bolzano-bozen,1
tsnii,1
chermet,1
bardina,1
gemfire,1
ulvac-phi,1
pozzuoli,1
tavistock,2
portman,1
straßburg,1
yandex,1
bntu,1
heerema,1
contractors,1
brewer,1
crim.,2
wuzi,1
biochemistry/nutrition,1
automatizacion,1
robotica,1
informacion,1
fabricacion,1
provence,2
pisarenko,1
strength,3
arecibo,2
acaraú,1
(ifca),1
csic-uib),1
flat,2
wavefronts,1
(dmae),1
tampa,2
torrecárdenas,1
infectiologie,2
michelsen,2
kashgar,1
gimpo,1
airport,2
wooridul,1
chouaib,1
molecularcell,1
industria,2
turbopropulsores,1
brooks,1
b.-m.,1
tama,2
(c6),1
atatürk,3
bashkortostan,1
(nrf),1
frosst,3
potchefstroom,2
che,1
crohn's,1
colitis,1
fiber,1
philipps-university,1
físicas,2
cbpf,1
durgapur,2
psychophysiologie,1
oniris,1
atsugi,1
(tifr),1
sarojini,1
naidu,1
higashi,1
(eawag),1
toxicological,2
verhaltensforschung/ökologie,1
allmänna,2
sjukhuset,1
children/adolescents,1
tragsatec,1
creol,1
stfi,1
duke-national,1
(jiande,1
"g,",1
bombardier,1
andobstetristics,1
kingdon,1
zeal,1
unitau,1
ce,1
medicinski,2
ludong,1
lbnl,1
unicamp,1
(irta),1
fraunhofer-institute,5
zulfiqar,1
habib,3
thameur,2
chief,3
examiner,3
hakkari,1
puget,5
vcu,2
biochemistry/molecularbiology,1
hindalco,1
genesia,1
buildings,1
tri/princeton,1
pedagogiczny,1
nove,1
julho,1
uninove,1
magnetics,1
gordon-conwell,1
craiova,2
adtech,2
"optics,",3
connecticut-avery,1
zhukovskii,1
saint-simon,2
"biozentrum,",1
ircad,1
future,3
university-hakodate,1
køge,2
produktionstechnik,1
automatisierung,1
6149,1
gondar,1
ottica,4
787,1
change,4
insa-cnrs,1
mkcg,1
immunolgy,2
seiyaku,2
wicell,1
duhs,1
isrec,1
mouloud,3
mammeri,3
(sck-cen),1
(op09),1
frm-ii,1
molec./cellular,1
(jcgcs),1
hôtelière,1
(teri),1
julio,2
navsys,1
shaqra,1
alpen-adria-universitat,1
vla,1
weybridge,2
sarah,2
queretaro,1
soybean,1
chittoor,1
setubal,2
benioff,3
nof,1
7565,2
naresuan,1
gip,1
ultrasons,1
ihep,1
nxp-tsmc,1
metallkunde,1
biologylaboratory,1
distrital,1
universitatspoliklinik,1
a.n.,4
tupolev,2
larus,1
(efsa),1
canis,1
afd.,2
applicata,4
bielański,1
oertijdmuseum,1
poort,1
tecnalia-telecom,1
1349,1
igepp,1
gangneung-wonju,2
cea-irfu/cnrs/université,1
neurospin,1
(upm),3
marshfield,3
behringwerke,1
pathologisches,2
ingeominas,1
tri-county,1
meander,1
high-current,1
koga,1
babies/childrens,1
ibisc,2
nevada-las,1
vegas,1
internistische,1
atlas,1
logging,1
ibdm,1
(esmt),1
ourense,1
johann,4
wolfgang,3
goethe-universitat,1
fuwai,2
(bio),1
epworth,1
thracian,1
larc,1
hathaway,1
universitetshospital,2
zentrallab.,1
deutscher,3
apotheker,1
ulleval,1
vechta,1
nukem,1
nutrição,1
hospice,3
karelian,1
durán,1
reynals,1
chemstry,1
atómico,1
constituyentes,1
calderdale,1
konkuk,2
28th,1
ivl,1
intermec,1
jansdal,1
delalande,2
baoding,1
b-022,1
neurol./neurosurg.,1
microbiologyand,3
cecom,1
oceanwaves,1
advance,3
ijinkai,1
f42,1
anglo,1
inaf/osservatorio,2
cardiovasculares,2
mckinsey's,1
hutton,1
göztepe,1
aigrain,1
dwd,1
anfaco-cecopesca,1
(csic-ieec),1
barnsley,1
saab,3
ivan,2
rilski,1
transgène,2
maulana,3
abul,1
kalam,1
chellaram,1
sci./tech.,2
5401,1
wyss,1
biologically,1
inspired,1
ime,1
basilicata,2
itajuba,2
calabar,1
payame,2
noor,2
(pnu),1
mta,1
mechanizacji,1
budownictwa,1
górnictwa,1
skalnego,1
thermodyn.,1
phys.-chim.,1
méditerranée,2
(inmed),1
j.l.n.,1
"electrical,",1
tasmanian,1
sobhasaria,1
launchers,1
frío,1
anaesthesiology,1
cuyahoga,1
(va),1
faculties,3
mechanical/aero.,1
tardec,1
bauchi,1
gadau,1
auger,2
yucatan,4
"infn,",4
natal,2
benét,1
gs,1
tv,4
petrol-chemical,1
prometey,2
euroimmun,1
(dpi),1
neurol.clin.,1
sylvania,1
amazon.com,1
telematics,1
thunderbird,1
mindanao,3
furuno,1
thamar,1
secretaría,3
beograd,1
chem./environ.,1
lashkaryov,1
matushri,1
virbaima,1
mahila,2
e.t.s.i.,1
telecomunicación,3
entrenamiento,1
(cideim),1
aoyama,1
(nasa),1
nanostrutturati,2
(ismn),1
armen.,1
(uqam),1
science/engineer,1
schneider-electric,1
interval,1
bioeconomics,1
broughton,1
unisa,1
eci,1
aghia,1
i̇zmir,2
sands,1
essex,4
psiquiatría,2
(bfr),2
jeonbuk,1
(pii),1
spectrochem./appl.,1
spectrosc.,2
(tiget),1
microelectronica,2
pandit,1
bhagwat,1
dayal,1
glyndwr,1
voss,1
gallen.,1
urological,3
abomey-calavi,1
s'o'a,1
magister,1
papeterie,1
graphiques,1
crism,1
eotvos,1
lorand,1
cloud,2
priština,1
legale,1
camberwell,1
excel,1
d'orleans,2
cameca,1
(nifor),1
jundishapour,2
ofeducation,1
trace,1
element,2
shands,2
ivano-frankivsk,1
anat.physiol.&,1
fizyki,1
soilscience,2
judaism,1
michaels,2
huaibei,1
dept.biochem.,1
nics,1
geosciences(wuhan),1
departmenl,1
zentrale,1
gmf,1
bolzano,2
hugo,1
moser,1
calpine,1
pueblo,1
liftech,1
khyber,2
endocrinology-diabetology,1
manav,1
portugues,1
shimabara,1
agronomy,4
univerzitetni,1
klinicni,1
university-commerce,3
bejaia,1
radiometry,1
astra,4
arcus,1
fischer,2
porter,3
mumbai,2
vincent’s,3
hematología,1
marina,1
solari,1
locarno,1
daping,1
ortopedická,1
ipvz,1
rovigo,2
greenville,2
burapha,1
musées,1
farmaceutica,1
ørsted,1
pro,2
péci,1
matku,2
dítě,1
(uniube),1
'grigore,1
toxicol,1
vfstr,1
"oncology,",1
barnet,1
chase,2
(nict,1
berlex,1
zae,1
bayern,1
bilim,1
hankuk,1
sohio,1
ricoh,1
(ufjf),1
picarro,1
opava,1
eleetrlcal,1
avr,1
marchuk,1
numerical,4
computerwetenschappen,1
zhihua,1
"(icddr,b)",1
gould,1
atmosph.,2
wentworth,1
pneumol.,1
sibiu,2
6-331,1
vessels-akita,2
ga,1
generic,1
assays,1
lukhdhirji,1
salman,1
immunology-microbiology,1
plekhanov,1
chita,1
csec,1
serena,1
epidemiol./biostatistics,1
macerata,3
bryan,1
sunderby,1
norrbotten,1
super.,1
conduct.,1
(iis),1
fresh,1
bukovinian,1
henryk,2
niewodniczanski,3
mannesmann,2
64108.,1
northside,2
irkutskij,1
pädiatrischer,1
rudolfstiftung,3
faroe,1
mora,1
(éts),1
klinické,1
experimentální,1
mendel,4
kolding,2
(iarc),1
otd.,1
(hp,1
01.132),1
thailand,2
brand,1
alfenas,2
(unifal-mg),2
buketov,1
infektionskrankheiten,1
"liposcience,",1
ahmednagar,1
ofpathol.,1
paranaense,1
unipar,2
syscom,1
wave,1
ctr./res.,2
"biosystems,",2
laimburg,1
spellman,1
peoples',2
haemotology,2
nairobi,2
biocor,2
komagino,2
firat,3
compton,2
ärztehaus,1
mitte,2
imbanaco,1
hasbro,1
aesthetics,1
cuyo,1
nouvelle-calédonie,1
vladivostok,1
customs,1
irish,2
(infant),1
shinonoi,2
sociología,1
andobstetrics,2
politeh,1
hillcrest,1
ofgastroenterol.,1
b'nai,1
"tomasetti,",1
zvolen,1
bcca,1
macneal,1
eros,1
adva,2
guthrie,1
efda,1
close,1
support,1
dsir,1
huawei,6
ufrrj,1
ivtan,1
barretos,3
battelle-institut,1
aiseikai,1
yamashina,1
antoine-béclère,2
biotecnológicas,1
bibliothek,1
informationwissenschaft,1
ternopol'skij,1
galway-mayo,1
south-east,1
sumatera,2
u.s.a.,1
radiolectronics,1
(cesp),1
bekr,2
vic.,1
ofwater,2
headquarters,2
microcirugia,1
wooster,1
comissao,1
"vechernij,",1
metallurgicheskij,1
(icman-csic),1
ad,3
rocket,1
bodenkultur,1
mirpur,1
abitibi-témiscamingue,1
sugar,2
beet,1
reconstructive/plastic,2
"xilinx,",1
(nimte),1
abdus,3
salam,3
adeyemi,1
bioquim./biologia,1
jubail,2
(uespi),1
university-hospital,1
freudian,1
psn,1
lapth,1
abn,1
amro,1
traitement,1
l'image,1
anatomie,3
severn-trent,1
schumacher,1
textiles,3
npo,2
foggia,3
kanagawaken,1
proteogenomics,1
boku-university,1
jugendrheumatologie,1
pavilion,1
5443,1
innotec,1
amec,1
"environmental,",1
fuente,1
lungenkrankh.,1
minot,1
kidney,4
hpa,1
cetp/cnrs,1
(csir-neeri),1
compatibility,1
nayarit,1
ornithology,1
kasugai,1
presov,1
trachoma,1
urayasu,1
ichikawa,1
mcgowan,1
ferroperm,1
piezoceramics,1
(okanagan),1
dept.otorhinolaryngol.,1
gelisim,1
jolimont,1
ofelectronics,5
"canon,",1
alimentari,2
babes,4
profession,1
tlemcen,1
eliza,5
"hall,",1
cisco,1
tecnalia,2
pécsi,1
tudományegyetem,1
feedlot,1
clean-and-low-carbon,1
single,2
crystals,2
gsi,1
mesa+,1
zehlendorf,1
cid-csic,1
pirnie,1
amstelveen,1
celera,2
leloir,1
quest,2
perak,1
mergentheim,1
génie,3
tizi-ouzou,2
racah,1
kreuzschwestern,1
earth/environ.,1
hoffmann,1
x.,2
voice,1
gruz.,1
whitcomb,1
riley,2
sanitat,1
ias-csic,1
schoonoord,1
cardiosurgical,1
gestão,2
systemic,1
a.h.,2
sophia-antipolis,2
saidu,1
stratagene,1
cloning,1
v.n.i.t.,1
anesth./intensive,1
hyundai,4
lucerne,2
economcis,1
asan,1
bartridge,1
sibizmir,1
blagonravov,2
edvard,2
kardelj,3
croatian,2
(nanotec),1
physiol.&,1
gec,1
stone,1
werner,1
reichardt,1
rudolf-virchow-center,1
pôle,1
api,1
iws,2
shop,1
analyticon,1
mott,2
houphouët-boigny,1
magyar,2
tudományos,1
akadémia,1
athlone,1
drives,1
doctor,2
dietetic,1
jena,7
orthocarolina,1
foot,2
ankle,2
hazards,3
mons-hainaut,1
holguin,1
huelva,2
augustin,2
nanoopto,1
loa-ensta-ecole,1
anhalt,1
(fh),1
obayashi,1
nowon,1
lazare,1
photonische,1
technologien,1
"institutes,",1
newham,2
piura,1
bassett,3
doris,1
wirtschaftsforschung,2
(diw),1
immunomedics,1
cirano,1
(zalf),2
ihi,2
santo-ecuador,1
schwabing,4
erato,1
irnova,1
empa,3
cognigen,1
french-german,2
nanomaterials,3
esrf,2
léon-bérard,1
kunsthistorisches,1
civ./environ.,1
riyadh,1
elm,1
kent,6
"displays,",1
(drug,1
section),2
behring,3
kicet,1
varese,1
(ictp),2
coulomb,1
sobolev,2
ehu,1
andrzej,2
frycz,1
modrzewski,1
chemistry/chemical,3
skog,1
chem.and,1
bolling,2
tec,2
gynakol.,2
zhujiang,1
nordostschweizerische,1
kraftwerke,1
riped,1
(enis),1
heinrich,4
hertz,1
ekonomskom,2
fakultetu,1
die,2
vrystaat,1
electronicsand,1
amaro,1
peradeniya,2
festkorperphysik,1
bfa.,1
viruskrankheiten,1
tiere,2
newnham,1
materialprüfung,1
(bam),1
(avcr.cz),1
higginbottom,2
turabo,1
betty,2
harlow,1
narsee,1
monjee,1
mihailo,1
pupin,1
amar,2
telidji,2
smt.,1
kashibai,1
tank,1
olsztyn,1
valduce,1
ircad/eits,1
aomori,2
menoufia,1
geisenheim,2
'khai',1
europa-universität,1
chipworks,1
kinderurologie,2
depanment,1
seville,1
hechingen,1
surgery1,1
augennheilkunde,1
halcrow,4
hewlett,6
nichd,1
mardi,1
española,1
patología,3
infecciosa,1
(reipi),1
ims,4
d'avignon,2
vaucluse,1
lifecell,1
(0212),1
d'aeronomie,1
spire,1
zellphysiologie,1
uşak,1
rutgers-the,1
gelre,1
apeldoorn,1
(inst),1
(ufmg),1
"louis,",1
somerville,1
dav,3
inrs-eau,1
honors,1
keithley,2
communities,1
arcispedale,1
stella,1
maris,2
benjamin,2
coahuila,1
siyuan,1
departmetn,1
enscl,1
steven,1
cohen,2
sinclair,1
knight,2
viktoria,1
hematology/g03.647,1
debiopharm,1
(unlpam),1
mohyla,1
'amedeo,1
oceanográfico,3
gijón,1
econometrics,1
coletiva,1
bunkyo,1
bushfire,1
mackay,4
paint,1
adams,1
rawal,1
tabriz,2
(medical,1
sciences),2
cabuenes,1
ziekenhuisapotheek,1
midden-brabant,1
"optronics,",1
(iosb),1
dell'alimentazione,1
hanover,4
v.),1
eastbourne,1
biocentre,1
iee,1
regenstrief,2
cumberland,1
4-9,1
tinto,3
ore,1
kvg,1
dcn,1
mb-2,1
mymensingh,1
fisicoquimicas,1
bamenda,1
merced,2
séparative,1
neurology/genetics,1
fsi,1
augustinus,1
romanian-american,1
maliba,1
zucker,2
itn,1
caen-normandie,1
ul'yanov-lenin,1
leatherman,1
leucemies,1
mal.,2
astronomie,3
(zah),1
biodynamic,1
architectures,1
(electa),1
csic-uveg,1
blaise,2
pascal,3
darda,1
emden/leer,1
glenn,1
saint-sacrement,2
presence,1
pirbright,1
horseracing,1
a.-michallon,1
jingling,1
um2,1
fischer-bosch-institute,1
down,1
97th,1
helix,1
lemta,1
haematol.,2
mint,1
frères,3
wasser-,1
hi-tech.,1
riabilitazione,1
(865b),1
archi.,1
künste,1
waterloo,3
immunobiol.,1
thoraxchir.,1
birdem,1
mauá,1
iem-csic,1
ggz,1
delfland,1
oardc,1
cenieh,1
ofphysiology/biophysics,1
msa,1
college/hospital,1
resilience,1
dermatovenereol.,1
bernhard-nocht,1
imec/holst,1
nvidia,2
(ruccs),1
costa,5
rica,5
"motorola,",1
electrònica,1
élie,2
(jaist),1
agrónomos,2
m3-bi0res,1
redaktion,1
krankenhauspharmazie,1
allee,1
matthey,1
elec./electronic,1
pflanzenschutzmittelforschung,1
surabaya,4
amri,1
irit-ups,1
"foster-miller,",1
institue,2
antropologia,1
"historia,",1
analyticalchemistry,1
georges-françois-leclerc,2
vegetables,1
brinckerhoff,2
quade,1
aea,2
(unimap),2
chi-mei,1
experimentale,1
insalud,1
intrepid,1
tzaneio,1
macdiarmid,1
d'annunzio,2
entry-exit,3
neurocirugia,1
eǧitim,3
ve,6
araştirma,3
sim,1
ofmaterial,1
(ipn),1
falavarjan,1
902),1
inpt,1
(iris),1
fuzhou,1
cptec/inpe,1
unexpo,1
ohtsuka,3
egerton,1
hi-tech,1
campina,2
grande/ufcg,1
najah,1
(naoj),1
jaipuria,2
hanamaki,1
g.b.,5
bietti,1
durrie,1
abdelmalek,2
essaadi,2
mathematics-mc,1
physikalisch-tech.,1
ambroise,2
paré,2
eco,2
quchan,2
science/biotechnology,1
universität,1
kalifornien,1
schwarzwald-baar-klinikum,1
fergana,1
(university),1
shahreza,1
jeroen,1
poliambulanza,2
zagazig,2
thirunal,1
yakuhin,1
qazvin,1
slippery,1
tunghai,1
(inegi),2
bg,3
ad.,1
lieben,1
koringa,1
feng,1
chia,1
isv,1
pradel,5
gloucestershire,4
fundamentais,1
tunisia,1
menoufyia,1
gabriele,1
wï¿½rzburg,1
charles-foix,1
wenshan,1
levin,1
"yakuhin,",2
bohemia,2
yozgat,1
transfusionsmedizinische,2
hamostaseologische,1
physiologische,1
yuzuncu,4
habitat,1
harefield,4
dept.geological,1
(dlr,1
ibmec/rj,1
preston,1
norwalk,1
wolverhampton,6
siat,1
cellulosa,1
(acsir),2
st.-antonius-hospital,1
eschweiler,1
bürgerspital,1
solothurn,1
saovabha,1
mateis,3
umr5510,1
österreichisches,2
provinciale,1
agriculturally,1
emergent,1
eötvös,1
gobind,1
magnuson,2
liric,1
leibniz-centre,1
süleyman,3
summer,1
assam,1
morphosys,1
mellino,1
mellini,1
radioisotope,1
saskatoon,2
"labs.,",1
licef,1
beibu,1
hca,1
albert's,1
photonique,1
nanostructures,1
(lpn-cnrs),1
hollows,1
botswana-baylor,1
tsent.,2
biomedicas,2
'pedro,1
kourí',1
yashoda,1
l'oncologie,1
a.u.g.,1
signals,4
mitsui,3
"chemicals,",2
organización,1
trasplantes,1
physik-department,2
e12,1
pediat.,1
4,3
peru,3
hertzen,1
rappaport,1
neurobioloy,1
zaporizhzhya,1
edouard,2
herriot,3
rousai,1
dept.obstet.,1
ivanios,1
raipur,2
tachikawa,1
(create),1
pentreath,1
pinderfields,1
chemico-pharmaceutical,1
khaldoun,1
mechanics/eng.,1
aleksandras,1
stulginskis,1
nahariya,1
sino-singapore,1
nancy-université,1
nucl,1
nizam,1
inorganicchemistry,1
(139-74),1
textron,1
goddard,1
peking-tsinghua,1
bethlem,1
amiens,3
lovelace,4
prudente,1
"kanebo,",1
polymmer,1
wichita,1
schwäbisch,1
gmünd,1
wzb,1
university-calumet,1
negeri,8
mill,1
vernadsky,1
compiegne,3
moorfields,1
hedwig,1
bulovka,1
fceyn,1
cogn./brain,1
pérez,1
carreño,1
synopsys,1
nagahama,1
monnet,4
herzen,1
compl.,2
alton,1
np,3
(gtk),1
mettler-toledo,1
usda/ars,2
bidhan,3
chandra,5
ozyegin,1
af,3
radiobiol.,1
fertilizer,2
feed,1
biologica,1
deyang,1
iwakuni,1
xing,1
corrosion,2
comportement,1
dans,1
leur,1
octubre,2
crop/soil,2
health.,1
dillon,1
anst.,2
henley,2
johnstone,1
electrochemistry,1
condensed,4
kudret,1
(ufms),1
sncf,1
estac.,1
zaidín,2
'roma,2
tre',2
holst,1
centre/imec,1
syntex,1
génomique,1
umae,1
tuxtla,1
baystate,1
cermes,1
medicalmicrobiology,1
nrg,2
glandular,1
sakakibara,3
sasaki,1
simap-epm,1
orthopedicsand,1
malek,1
ashtar,1
(mut),2
ami,2
bvba,2
nanoscienze-cnr,3
"theory,",2
ensiacet,1
ingenieurs,1
technologiques,1
poznańska,1
celldex,1
governance,2
(c-eenrg),1
pascua,1
“josé,1
martín”,1
cnrs/ehess,1
läkemedelsverket,1
technology-kanpur,1
newport,2
linguisitics,1
amapá,1
impacta,2
st.-agnes-hospital,1
lower,1
saxony,1
uzbekistan,2
ned,1
nihr,1
bhu,1
newman,2
ipca,1
otto,3
bock,1
neurociencias,1
chizhou,1
agraria,7
alimentaria,1
(inia),1
engnieering,1
graylingwell,1
blumenau,3
(furb),1
b5,1
shadyside,1
haţieganu”,1
madeira-iti,1
kharazmi,1
(tarbiat,1
moallem),1
csir-ngri,1
igmc,1
bangor,1
5510,1
engineeringmechanics,1
montanuniversitat,1
sfa,1
perkins,1
democritus,2
thrace,2
taksim,1
(vhir),1
(dee),1
devi,1
ahilya,1
13,1
psa,2
peugeot,1
citroen,1
itmo,2
genebank,2
l.d.,1
oviedo,2
sionex,1
biologial,1
southeast,5
studils,1
grosshansdorf,1
gradate,1
sefton,1
ssm,2
bob,1
shapell,1
gyneology,1
(national,2
osf,1
hankou,1
onsala,1
superplasticity,1
3-c,1
lankenau,2
hlth./environ.,1
chiangrai,1
prachanukroh,1
banking,2
furb,1
kawanishi,1
maelor,1
agroengineering,1
vim,1
p.n.,1
carboquímica,1
poitiers,3
simionescu,1
kosygin,1
"(technologies,",1
art),1
kaman,1
hans-knöll-institut,2
triumf,2
burgas,1
ch-11,1
quincy,1
azores,1
nuklearmedizin,1
umberto,4
rt-rk,2
based,2
zschimmer,1
mohsdorf,1
gabriel,1
montpied,1
visiting,1
nurse,1
barmbek,2
arheologiju,2
dept.genet.,1
m7722,1
jadavpur,1
usd,1
cosmetics,1
d'anesthésie-réanimation,2
hertie,1
ssc,1
esc,1
irmb,1
barc-west,1
oncològica,1
zaans,1
carboquimica,1
donald,1
phetchaburi,1
sonnenenergie-,1
wasserstoff-forschung,1
(zsw),1
egas,1
moniz,1
gb,3
rossi,1
sør-trøndelag,1
reserach,3
prof,1
meghe,2
han,2
tyndale,1
vgtu,1
astrobiología,1
(csic-inta),2
robert-sauvé,1
travail,2
ahmadu,2
bello,6
zaria,1
usman,1
danfodio,1
luhansk,1
radio-electronics,1
